City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
390,Camana,PE,2022-09-19 18:12:03,-16.6228,-72.7111,63.66,75,47,10.38
391,Hamilton,US,2022-09-19 18:10:53,39.1834,-84.5333,83.95,66,100,13.8
392,Inhambane,MZ,2022-09-19 18:12:04,-23.865,35.3833,73.89,89,1,17.9
393,Kemijarvi,FI,2022-09-19 18:12:05,66.7131,27.4306,43.57,92,100,13.38
394,Lubbock,US,2022-09-19 18:12:05,33.6001,-101.8338,85.37,54,75,13.8
395,Saldanha,ZA,2022-09-19 18:12:05,-33.0117,17.9442,56.32,87,2,12.64
396,Shingu,JP,2022-09-19 18:12:06,33.7333,135.9833,71.4,84,100,10.49
397,Puerto Escondido,MX,2022-09-19 18:12:06,15.85,-97.0667,83.23,57,75,2.3
398,Camacha,PT,2022-09-19 18:12:07,33.0833,-16.3333,72.82,64,20,8.05
399,Maneadero,MX,2022-09-19 18:12:08,31.7167,-116.5667,74.1,69,0,1.01
400,Clarksburg,US,2022-09-19 18:12:08,39.2807,-80.3445,73.51,78,100,10.36
401,Yar-Sale,RU,2022-09-19 18:12:09,66.8333,70.8333,37.65,92,76,7.27
402,Ardakan,IR,2022-09-19 18:12:09,32.31,54.0175,85.23,15,24,2.57
403,Jabinyanah,TN,2022-09-19 18:12:10,35.035,10.9081,80.4,79,75,13.2
404,Taoudenni,ML,2022-09-19 18:12:10,22.6783,-3.9836,104.2,12,7,8.55
405,New Ross,IE,2022-09-19 18:12:10,52.3967,-6.9367,62.1,21,63,5.95
406,Luau,AO,2022-09-19 18:12:11,-10.7073,22.2247,73.96,51,99,1.03
407,Mucuri,BR,2022-09-19 18:09:05,-18.0864,-39.5508,73.92,61,50,8.03
408,Mayumba,GA,2022-09-19 18:12:12,-3.432,10.6554,75.47,89,84,7.94
409,Havelock,US,2022-09-19 18:12:12,34.8791,-76.9013,88.99,74,14,7.23
410,Meulaboh,ID,2022-09-19 18:12:13,4.1363,96.1285,75.97,90,88,3.85
411,Alyangula,AU,2022-09-19 18:12:13,-13.8483,136.4192,77.58,86,93,6.24
412,Antalaha,MG,2022-09-19 18:12:14,-14.9003,50.2788,68.36,86,5,7.7
413,Burnie,AU,2022-09-19 18:12:14,-41.0667,145.9167,44.92,74,50,4.36
414,Ust-Omchug,RU,2022-09-19 18:12:15,61.15,149.6333,36.95,59,100,9.48
415,San Antonio,US,2022-09-19 18:08:15,29.4241,-98.4936,94.39,52,40,6.91
416,Nongstoin,IN,2022-09-19 18:12:15,25.5167,91.2667,66.18,98,63,3.06
417,Port Shepstone,ZA,2022-09-19 18:09:44,-30.7414,30.455,60.66,89,100,24.63
418,Lata,PT,2022-09-19 18:12:18,40.1629,-8.3327,79.92,71,98,3.98
419,Marsa Matruh,EG,2022-09-19 18:12:19,31.3525,27.2453,77.5,63,0,14.92
420,Olonets,RU,2022-09-19 18:12:19,60.9847,32.9698,50.22,94,100,14.43
421,Harper,LR,2022-09-19 18:09:20,4.375,-7.7169,77.61,80,67,11.56
422,Yertsevo,RU,2022-09-19 18:12:21,60.7966,40.086,47.41,87,75,8.3
423,Salamiyah,SY,2022-09-19 18:10:14,35.0113,37.0532,75.15,66,0,10.04
424,Simao,CN,2022-09-19 18:12:22,22.7886,100.9748,70.77,75,95,1.63
425,Salalah,OM,2022-09-19 18:12:22,17.0151,54.0924,80.69,89,75,6.91
426,Aden,YE,2022-09-19 18:08:44,12.7794,45.0367,88.66,72,75,7.16
427,Mananum,PH,2022-09-19 18:12:23,8.8333,124.95,61.12,87,100,4.25
428,Mount Gambier,AU,2022-09-19 18:12:24,-37.8333,140.7667,43.07,90,1,7.29
429,La Ronge,CA,2022-09-19 18:08:12,55.1001,-105.2842,59.67,61,99,1.72
430,Homer,US,2022-09-19 18:12:25,59.6425,-151.5483,55.8,82,100,8.01
431,Grevenbroich,DE,2022-09-19 18:12:26,51.091,6.5827,57.54,78,0,13.8
432,Westport,US,2022-09-19 18:12:27,41.1415,-73.3579,86.45,55,0,6.91
433,Kamarai,GR,2022-09-19 18:12:28,38.3,22.0,73.62,36,19,1.99
434,Dalian,CN,2022-09-19 18:12:28,38.9122,121.6022,66.61,51,0,2.24
435,Albertville,US,2022-09-19 18:12:04,34.2676,-86.2089,83.8,51,0,8.05
436,Bac Lieu,VN,2022-09-19 18:12:29,9.285,105.7244,79.05,85,86,8.95
437,Seydisehir,TR,2022-09-19 18:12:29,37.4193,31.8453,62.46,59,0,2.06
438,San Luis,AR,2022-09-19 18:12:31,-33.295,-66.3356,55.87,41,72,14.05
439,Satara,IN,2022-09-19 18:12:31,17.6833,73.9833,66.18,96,92,4.14
440,Wilmington,US,2022-09-19 18:12:32,34.2257,-77.9447,87.71,60,75,7.0
441,Lalibela,ET,2022-09-19 18:12:32,12.0333,39.0333,61.52,71,85,6.38
442,Phan Thiet,VN,2022-09-19 18:12:32,10.9333,108.1,77.5,84,89,9.28
443,Kovrov,RU,2022-09-19 18:12:33,56.3572,41.3192,52.97,68,80,22.64
444,San Isidro,PE,2022-09-19 18:12:33,-12.1167,-77.05,62.19,72,100,8.05
445,Sulangan,PH,2022-09-19 18:12:34,11.1373,123.7228,83.71,73,100,7.63
446,Kuala Terengganu,MY,2022-09-19 18:12:34,5.3302,103.1408,77.95,85,97,3.89
447,Hovd,MN,2022-09-19 18:12:35,48.0056,91.6419,45.16,43,0,2.1
448,Nouadhibou,MR,2022-09-19 18:12:36,20.931,-17.0347,75.18,73,3,19.57
449,Krasnokamensk,RU,2022-09-19 18:12:37,50.0979,118.0369,43.68,42,98,5.75
450,Tecoanapa,MX,2022-09-19 18:12:37,16.5167,-98.75,81.99,76,100,5.77
451,Liverpool,GB,2022-09-19 18:08:13,53.4106,-2.9779,61.61,75,20,9.22
452,Flinders,AU,2022-09-19 18:12:38,-34.5833,150.8552,49.05,75,0,3.0
453,Atambua,ID,2022-09-19 18:12:38,-9.1061,124.8925,73.47,85,93,2.95
454,Benghazi,LY,2022-09-19 18:12:39,32.1167,20.0667,79.25,63,0,12.8
455,Pucallpa,PE,2022-09-19 18:12:17,-8.3791,-74.5539,95.04,43,40,9.22
456,Sao Joao Da Barra,BR,2022-09-19 18:11:05,-21.6403,-41.0511,77.09,63,0,11.77
457,Berlevag,NO,2022-09-19 18:12:39,70.8578,29.0864,44.6,87,75,21.85
458,Mandera,KE,2022-09-19 18:12:40,3.9366,41.867,86.32,41,66,14.7
459,Dauriya,RU,2022-09-19 18:12:40,49.9333,116.8667,43.39,45,100,3.58
460,Saint-Denis,FR,2022-09-19 18:12:41,48.9167,2.3333,63.14,53,0,8.05
461,Surt,LY,2022-09-19 18:12:41,31.2089,16.5887,82.04,72,0,15.21
462,Morondava,MG,2022-09-19 18:12:42,-20.2833,44.2833,75.25,80,0,10.2
463,Mbala,ZM,2022-09-19 18:12:42,-8.8402,31.3659,70.5,42,52,2.37
464,Gobabis,NA,2022-09-19 18:12:44,-22.45,18.9667,55.36,15,0,14.83
465,Ornskoldsvik,SE,2022-09-19 18:12:45,63.2909,18.7153,49.15,81,100,11.5
466,Dhidhdhoo,MV,2022-09-19 18:12:45,6.8833,73.1,81.63,77,100,11.65
467,Bubaque,GW,2022-09-19 18:12:46,11.2833,-15.8333,81.16,74,82,13.35
468,Vila Velha,BR,2022-09-19 18:12:46,-20.3297,-40.2925,75.15,78,20,11.5
469,Poum,NC,2022-09-19 18:12:46,-20.2333,164.0167,74.75,76,4,12.39
470,Constitucion,CL,2022-09-19 18:12:47,-35.3333,-72.4167,54.57,54,98,15.93
471,Vitina,BA,2022-09-19 18:12:47,43.2375,17.4839,56.77,69,87,5.53
472,Outlook,CA,2022-09-19 18:12:48,51.5001,-107.0513,56.23,81,100,9.35
473,Westerland,DE,2022-09-19 18:12:48,54.9079,8.3033,55.42,71,20,12.66
474,Jemnice,CZ,2022-09-19 18:12:48,49.019,15.5699,48.22,88,74,15.79
475,Ayagoz,KZ,2022-09-19 18:12:49,47.9714,80.4392,53.64,33,0,11.68
476,Barcelos,PT,2022-09-19 18:12:49,41.5388,-8.6151,80.92,67,55,2.46
477,San Policarpo,PH,2022-09-19 18:12:50,12.1791,125.5072,78.67,87,100,5.73
478,Dangriga,BZ,2022-09-19 18:12:50,16.9692,-88.2321,83.53,80,90,7.99
479,Zhigansk,RU,2022-09-19 18:12:51,66.7697,123.3711,28.13,82,82,2.89
480,Bhadrachalam,IN,2022-09-19 18:12:51,17.6667,80.8833,73.53,96,100,9.6
481,Kargil,IN,2022-09-19 18:12:51,34.5667,76.1,56.12,33,0,6.58
482,Sobolevo,RU,2022-09-19 18:12:52,54.4299,31.8996,49.71,89,100,17.49
483,Samsun,TR,2022-09-19 18:12:52,41.25,36.3333,66.99,92,75,3.44
484,Bonthe,SL,2022-09-19 18:12:53,7.5264,-12.505,78.06,82,79,9.46
485,Saint-Pierre,RE,2022-09-19 18:12:53,-21.3393,55.4781,69.48,73,0,9.22
486,Tipperary,IE,2022-09-19 18:12:54,52.4733,-8.1558,60.06,76,80,3.94
487,Vanimo,PG,2022-09-19 18:12:54,-2.6741,141.3028,77.29,88,49,4.14
488,Santa Fe,AR,2022-09-19 18:10:59,-31.6333,-60.7,60.03,55,96,12.28
489,Kahului,US,2022-09-19 18:09:54,20.8947,-156.47,82.42,65,20,16.11
490,Kaseda,JP,2022-09-19 18:12:55,31.4167,130.3167,70.79,72,71,14.81
491,Pappinisseri,IN,2022-09-19 18:12:55,11.95,75.35,75.79,89,100,3.87
492,Kavaratti,IN,2022-09-19 18:12:56,10.5669,72.642,81.39,77,95,14.5
493,Vila Franca Do Campo,PT,2022-09-19 18:12:56,37.7167,-25.4333,77.41,78,21,4.83
494,Wiwili,NI,2022-09-19 18:12:57,13.6268,-85.8254,84.72,70,70,1.23
495,Aginskoye,RU,2022-09-19 18:12:12,51.1,114.53,39.56,71,79,5.23
496,Forest,US,2022-09-19 18:12:57,37.3638,-79.2897,84.97,51,0,6.91
497,Mlonggo,ID,2022-09-19 18:12:58,-6.5333,110.7,77.74,74,70,10.78
498,Rocha,UY,2022-09-19 18:11:26,-34.4833,-54.3333,67.8,63,100,3.27
499,La Trinidad,PH,2022-09-19 18:12:58,16.455,120.5875,62.37,91,100,1.92
500,La Asuncion,VE,2022-09-19 18:12:59,11.0333,-63.8628,86.05,66,19,7.45
501,Ketchikan,US,2022-09-19 18:10:59,55.3422,-131.6461,57.67,72,0,12.66
502,Kropotkin,RU,2022-09-19 18:13:00,45.4375,40.5756,64.76,61,85,2.33
503,Hervey Bay,AU,2022-09-19 18:09:49,-25.2986,152.8535,68.02,93,1,11.01
504,Nueva Guinea,NI,2022-09-19 18:13:00,11.6876,-84.4562,83.23,73,81,4.29
505,Chissamba,AO,2022-09-19 18:13:01,-12.1667,17.3333,72.57,43,92,4.43
506,Jalakandapuram,IN,2022-09-19 18:13:01,11.6978,77.873,77.22,78,100,1.86
507,Athabasca,CA,2022-09-19 18:10:01,54.7169,-113.2854,47.62,84,99,13.11
508,Te Anau,NZ,2022-09-19 18:08:41,-45.4167,167.7167,47.37,94,93,2.46
509,Bilibino,RU,2022-09-19 18:13:02,68.0546,166.4372,23.65,89,19,2.42
510,Urumqi,CN,2022-09-19 18:10:02,43.801,87.6005,61.75,27,0,4.47
511,Byron Bay,AU,2022-09-19 18:13:03,-28.65,153.6167,52.72,64,0,9.91
512,Malakal,SS,2022-09-19 18:13:04,9.5334,31.6605,75.27,90,56,2.66
513,Rio Gallegos,AR,2022-09-19 18:13:06,-51.6226,-69.2181,48.4,38,13,17.81
514,Chara,RU,2022-09-19 18:13:07,56.9064,118.2631,33.28,71,30,4.05
515,Canico,PT,2022-09-19 18:13:08,32.6333,-16.85,76.01,80,75,6.91
516,Kieta,PG,2022-09-19 18:13:08,-6.2167,155.6333,77.94,83,100,3.8
517,Lazaro Cardenas,MX,2022-09-19 18:13:09,17.9583,-102.2,76.5,92,100,0.4
518,Jati,PK,2022-09-19 18:13:09,24.3539,68.2671,82.62,66,0,11.27
519,Belyy Yar,RU,2022-09-19 18:13:10,53.6039,91.3903,43.86,72,0,0.0
520,Sivaki,RU,2022-09-19 18:12:15,52.6333,126.75,31.51,55,1,14.34
521,Shanghai,CN,2022-09-19 18:13:10,31.2222,121.4581,71.92,70,0,8.95
522,Tabou,CI,2022-09-19 18:13:11,4.423,-7.3528,77.43,82,74,10.96
523,Shitanjing,CN,2022-09-19 18:13:11,39.2342,106.3439,50.2,82,1,1.54
524,Road Town,VG,2022-09-19 18:13:12,18.4167,-64.6167,84.29,89,40,10.36
525,Verkhoshizhemye,RU,2022-09-19 18:13:12,58.011,49.1038,58.55,79,100,14.61
526,Lavrentiya,RU,2022-09-19 18:13:13,65.5833,-171.0,37.06,85,100,3.85
527,Ternate,ID,2022-09-19 18:13:14,0.8,127.4,80.76,78,85,1.72
528,Pingliang,CN,2022-09-19 18:13:14,35.5392,106.6861,56.21,83,100,8.7
529,Canandaigua,US,2022-09-19 18:13:15,42.8742,-77.288,67.82,93,100,14.65
530,Sunderland,GB,2022-09-19 18:13:15,54.9047,-1.3822,57.97,79,47,4.47
531,Ancud,CL,2022-09-19 18:13:16,-41.8697,-73.8203,47.23,71,80,6.44
532,Lodja,CD,2022-09-19 18:13:16,-3.4833,23.4333,74.52,79,54,2.04
533,Baglung,NP,2022-09-19 18:13:17,28.2719,83.5898,68.07,91,31,4.34
534,Clarence Town,AU,2022-09-19 18:13:18,-32.5833,151.7833,57.85,85,1,2.59
535,Bagdarin,RU,2022-09-19 18:13:18,54.4333,113.6,29.3,72,8,3.83
536,Leningradskiy,RU,2022-09-19 18:13:19,69.3833,178.4167,31.69,96,100,18.92
537,Grand Gaube,MU,2022-09-19 18:13:19,-20.0064,57.6608,72.0,69,1,5.99
538,Muroto,JP,2022-09-19 18:13:20,33.2833,134.15,76.86,73,99,18.43
539,Egvekinot,RU,2022-09-19 18:13:20,66.3167,-179.1667,33.28,82,97,4.61
540,Kirkuk,IQ,2022-09-19 18:13:21,35.4681,44.3922,92.25,11,0,5.41
541,Mogadishu,SO,2022-09-19 18:11:15,2.0371,45.3438,78.22,85,74,14.18
542,Solnechnyy,RU,2022-09-19 18:13:22,50.7214,136.6319,34.66,98,100,0.38
543,Portland,US,2022-09-19 18:10:36,45.5234,-122.6762,75.06,60,0,1.99
544,Komatipoort,ZA,2022-09-19 18:13:22,-25.4332,31.9548,77.05,55,0,11.59
545,Aquiraz,BR,2022-09-19 18:13:23,-3.9014,-38.3911,86.09,61,87,14.56
546,Krasnoselkup,RU,2022-09-19 18:13:23,65.7,82.4667,40.33,87,99,17.29
547,Odweyne,SO,2022-09-19 18:13:24,9.4092,45.064,81.99,42,100,15.37
548,Bonito,BR,2022-09-19 18:13:24,-21.1211,-56.4819,85.93,46,68,9.4
549,Faya,SA,2022-09-19 18:13:25,18.3851,42.4509,66.72,58,87,5.28
550,Gediz,TR,2022-09-19 18:13:26,39.0417,29.41,63.81,44,0,2.8
551,Oranjemund,NA,2022-09-19 18:13:27,-28.55,16.4333,54.36,78,0,17.22
552,Hobyo,SO,2022-09-19 18:13:27,5.3505,48.5268,77.22,90,52,22.21
553,Pelym,RU,2022-09-19 18:13:28,61.0108,61.9978,50.9,96,100,5.53
554,Kandrian,PG,2022-09-19 18:13:29,-6.2167,149.55,76.23,92,100,9.8
555,Kolokani,ML,2022-09-19 18:13:29,13.5728,-8.0339,82.29,69,78,2.26
556,Courtenay,CA,2022-09-19 18:13:30,49.6866,-124.9936,66.99,58,0,10.36
557,Kourou,GF,2022-09-19 18:13:30,5.1552,-52.6478,89.65,58,54,9.48
558,Itaituba,BR,2022-09-19 18:13:32,-4.2761,-55.9836,104.7,21,75,3.62
559,Aykhal,RU,2022-09-19 18:13:33,66.0,111.5,35.02,99,100,5.08
560,Saint-Joseph,RE,2022-09-19 18:13:33,-21.3667,55.6167,68.38,77,36,11.9
561,Omboue,GA,2022-09-19 18:13:34,-1.5746,9.2618,76.35,83,85,8.46
562,Bunia,CD,2022-09-19 18:11:56,1.5667,30.25,64.71,81,64,2.82
563,Along,IN,2022-09-19 18:13:35,28.1667,94.7667,74.61,98,60,1.92
564,Abu Samrah,SY,2022-09-19 18:13:35,35.3029,37.1841,79.12,58,0,10.45
565,Valladolid,ES,2022-09-19 18:09:02,41.5833,-4.6667,80.74,37,94,6.62
566,Lerwick,GB,2022-09-19 18:13:36,60.1545,-1.1494,50.0,65,26,2.71
567,Syracuse,IT,2022-09-19 18:13:36,37.0881,15.2792,80.19,66,18,5.68
568,Ystad,SE,2022-09-19 18:13:37,55.4297,13.8204,52.54,70,70,12.93
569,Jiayuguan,CN,2022-09-19 18:13:37,39.8167,98.3,58.84,57,0,4.38
570,Octeville,FR,2022-09-19 18:13:38,49.6261,-1.6435,58.78,77,0,3.44
571,Parkes,AU,2022-09-19 18:13:38,-33.1333,148.1833,41.36,81,0,4.43
572,Marsabit,KE,2022-09-19 18:13:39,2.3284,37.9899,71.06,56,46,24.9
573,Amahai,ID,2022-09-19 18:13:39,-3.3333,128.9167,77.14,88,100,2.06
574,Katsuura,JP,2022-09-19 18:09:16,35.1333,140.3,80.69,87,96,33.38
575,Yerbogachen,RU,2022-09-19 18:13:40,61.2767,108.0108,41.52,98,100,5.91
576,Robertsport,LR,2022-09-19 18:13:40,6.7533,-11.3686,78.24,80,54,11.01
577,Biswan,IN,2022-09-19 18:13:41,27.5,81.0,81.84,78,23,1.77
578,Cuamba,MZ,2022-09-19 18:13:41,-14.8031,36.5372,82.33,28,22,3.65
579,Gao,ML,2022-09-19 18:13:42,16.6362,1.637,97.79,26,68,8.77
580,Kariba,ZW,2022-09-19 18:13:42,-16.5167,28.8,83.07,25,1,4.56
581,Marion,US,2022-09-19 18:09:39,39.7684,-86.1555,80.2,80,75,10.36
582,Adrar,MR,2022-09-19 18:13:44,20.5022,-10.0711,95.68,21,61,9.4
583,Talcahuano,CL,2022-09-19 18:13:45,-36.7167,-73.1167,53.28,54,20,13.8
584,Aktas,KZ,2022-09-19 18:13:45,49.7789,72.9608,38.95,30,0,9.64
585,Changji,CN,2022-09-19 18:13:45,44.0167,87.3167,65.19,27,0,4.47
